Asteroid name,Reason for name,Category
(15384) Samkova,"Filomena Samkov&aacute; (b. 1931), is a cook at the annual summer astronomy camp ("Expedice") held at the &Uacute;pice Observatory, Czech Republic. Camp participants have great memories of both the starry night sky and her kitchen.  The name was suggested by participants of the "Expedice &Uacute;pice 2000".",""
(8461) Sammiepung,"Sammie J. Pung (b. 1958) is a mechanical technician for the NASA Infrared Telescope Facility on Mauna Kea, Hawaii.  As part of the IRTF summit day crew since 1982, he has worked to ensure that the telescope, dome and supporting mechanical systems are maintained and operational.",""
(20969) Samo,"Samo (c. 600-c. 659) was a French merchant.  Around the year 623 he organized the Slavic tribes into a kingdom and led this kingdom to defeat the Avars.  Samo ruled over this Slavic kingdom, centered in Bohemia, until his death.  This kingdom is the earliest state known to have been established in Bohemia.",""
(262418) Samofalov,"Viacheslav Samofalov (b. 1963) is a composer and a soloist of the Ukrainian National Philarmonic.  Name suggested by Y. Yatskiv.",""
(10262) Samoilov,"Evgenij Valerianovich Samoilov (b. 1912) is a well-known Russian dramatic actor and People's Artist of the former U.S.S.R.  He performs at the State Academic Maly Theatre in Moscow.",""
(2091) Sampo,"Named for the wonder-object in Kalevala, the Finnish national epic. Sampo was to produce every kind of fortune. When Kalevala and Pohjola (the North) were fighting for its possession, out at sea, it broke into pieces, and only tiny fragments could be found.",""
(12577) Samra,"Shamsher Singh Samra (b. 1986) is a finalist in the 2002 Intel International Science and Engineering Fair for his earth and space sciences project.  He attends the Clovis West High School, Fresno, California, U.S.A.","education:person;"
(9180) Samsagan,"The son of Carl Sagan and Ann Druyan, Samuel Democritus Druyan Sagan (b. 1991) is inspired by the beauty and power of words.  He hopes to become a writer.  Family and friends recognize his kind ways and concern for others.",""
(13667) Samthurman,"Sam Thurman (b. 1961) led a team that helped develop the landing system for Mars Pathfinder that was key in proving that the landing approach would perform reliably on Mars.  This used a Monte Carlo computer simulation that accurately modeled the spacecraft and its interaction with the Martian environment.",""
(11622) Samuele,"Samuele Marconi (b. 1975) is a very active amateur astronomer at the San Marcello Observatory who spends much of his time giving public lectures on astronomy.","science:person;"
(17971) Samuelhowell,"Samuel James Amberson Howell (b. 1986) was awarded first place and Best in Category in the 2003 Intel International Science and Engineering Fair for his biochemistry project.  He attends the Saginaw Arts and Sciences Academy, Saginaw, Michigan, U.S.A.","education:person;"
(29773) Samuelpritt,"Samuel Wye Pritt (b. 1995) was awarded second place in the 2013 Intel International Science and Engineering Fair for his biochemistry project.  He is homeschooled in Walkersville, Maryland, U.S.A.","education:person;"
(10718) Samus',"Nikolaj Nikolaevich Samus' (b. 1949) is a scientist in stellar astrophysics at the Institute of Astronomy of the Russian Academy of Sciences and Moscow University.  He is chief editor of the fourth and fifth volumes of the General Catalogue of Variable Stars. In recent years he has also worked on radial velocities of cepheids.","science:person;"
(4048) Samwestfall,"",""
(18335) San Cassiano,"A small village in the hills near Verona, San Cassiano is renowned for its high-quality oil (Grignano) and wine (Amarone).  Its isolated location affords views of both the Alps and the Adriatic Sea.  The name was suggested by V. Zappal&agrave; and A. W. Harris.",""
(3043) San Diego,"",""
(6216) San Jose,"",""
(2284) San Juan,"",""
(7481) San Marcello,"",""
(2745) San Martin,"",""
(18745) San Pedro,"San Pedro de Atacama, a town in Chile's region II, was inhabited by the Likan Antay population for thousands of years.  Famous for its beautiful natural sites, it is now one of the most visited places in the country. The ALMA observatory and many other astronomical projects will be soon installed near San Pedro.",""
(25089) Sanabria-Rivera,"Betsaira Sanabria-Rivera (b. 1990) was awarded second place in the 2008 Intel International Science and Engineering Fair for her biochemistry team project.  She attends the Aurea E. Quiles Claudio High School, Guanica, Puerto Rico, U.S.A.","education:person;"
(221230) Sanaloria,"Sanaloria is an imaginary planet inhabited by humankind in the future. Developed by David, the son of the discoverer, and his friend Maxime Delorme, the universe of Sanaloria depicts a cynical vision of our species.  A video game first, its philosophy still inspires musical, graphical and literary creations.",""
(24523) Sanaraoof,"Sana Raoof (b. 1990) was awarded first place in the 2008 Intel International Science and Engineering Fair for her mathematical sciences project.  She also received the Intel Foundation Young Scientist Award.  She attends the Jericho High School, Jericho, New York, U.S.A.","education:person;"
(14613) Sanchez,"Christian Sanchez is editor-in-chief of the French astronomy magazine Pulsar.  A very nice and gentle person, he has worked with very little help to produce over 100 issues of a magazine that always contains much useful information for the amateur astronomer.",""
(25091) Sanchez-Claudio,"Alex Antonio Sanchez-Claudio (b. 1990) was awarded second place in the 2008 Intel International Science and Engineering Fair for his biochemistry team project.  He attends the Aurea E. Quiles Claudio High School, Guanica, Puerto Rico, U.S.A.","education:person;"
(9963) Sandage,"Allan Sandage (b. 1926), a distinguished American astronomer of Palomar and Mt. Wilson fame, is an international authority in stellar astronomy and observational cosmology.  The name was suggested by S. Kientz and endorsed by the discoverer, who first met Sandage at Palomar in the early 1970s.","science:person;"
(15552) Sandashounkan,"Sandashounkan high school is in Sanda City, Hyoko Prefecture, Japan. Some students are involved in the observation of minor planets, and the school was selected as one of the Super Science High Schools by the Japanese government.",""
(105211) Sanden,"Bernard (Bernie) Emerson Sanden (b. 1954) is an American amateur astronomer. Every year since 1994, Bernie has participated in the Grand Canyon Star Party, communicating his passion for astronomy to thousands of visitors. He has assisted the discoverer on several occasions in his observation of meteor showers from the U.S.A.","science:person;"
(3029) Sanders,"",""
(4006) Sandler,"",""
(1760) Sandra,"",""
(20537) Sandraderosa,"Sandra DeRosa mentored a finalist in the 2004 Discovery Channel Youth Science Challenge (DCYSC), a middle school science competition. She teaches at the Ledyard Middle School, Gales Ferry, Connecticut.","education:person;"
(28680) Sandralitvin,"Sandra Litvin mentored a finalist in the 2013 Intel Science Talent Search, a science competition for high-school seniors.  She teaches at the Unionville High School, Kennett Square, Pennsylvania.","education:person;"
(1711) Sandrine,"",""
(11337) Sandro,"Sandro Bartolini (b. 1974) is the elder son of the first discoverer.",""
(83362) Sandukruit,"Sanduk Ruit (b. 1954) is a visionary Nepalese ophthalmologist who founded the Tilganga Eye Centre in Kathmandu.  He also created the Himalayan Cataract Project, which had cured hundreds of thousands of cataract patients in poor countries.",""
(9403) Sanduleak,"Nicholas Sanduleak (1933-1990) was a staff scientist at the Warner and Swasey Observatory from 1967 to his death.  Renowned as a classifier and cataloguer of stars, he was the co-discoverer of SS 433 (V1343 Aql) and the cataloguer of the precursor object of SN 1987A.",""
(8597) Sandvicensis,"Named for sterna sandvicensis, or sandwich tern.",""
(32943) Sandyryan,"Sandy Ryan is a member of the Maui Economic Development Board.  She provides technical support to the Air Force Maui Optical and Supercomputing (AMOS) team and is responsible for the success of the annual AMOS Technical Conference.",""
(5685) Sanenobufukui,"Named in honor of Sanenobu Fukui (b. 1916), a well-known observer of Mars for more than 60 years.  He was a director of the Oriental Astronomical Association and one of the leaders of its Kobe branch.",""
(5736) Sanford,"",""
(28426) Sangani,"Kunal Ashok Sangani (b. 1994) was awarded first place in the 2011 Intel International Science and Engineering Fair for his environmental management team project.  He attends the Fayetteville Manlius High School, Manlius, New York, U.S.A.","education:person;"
(9819) Sangerhausen,"In the vicinity of the German city of Sangerhausen, a remarkable archaeological object was unearthed. This 4000-year-old bronze disc shows a quasi-real starry sky.  Its similarity to Homer's Iliad <b>18</b>, 484--486 is striking.  The name was suggested by W. Schlosser and L. D. Schmadel.",""
(5081) Sanguin,"Juan Sanguin (1933-2006) was an Argentinian astronomer who was in charge of the minor planet and comet programs at the El Leoncito Station for more than a quarter of a century.",""
(29783) Sanjanarane,"Sanjana Jagdish Rane (b. 1997) was awarded second place in the 2013 Intel International Science and Engineering Fair for her environmental sciences project.  She attends the duPont Manual Magnet High School, Louisville, Kentucky, U.S.A.","education:person;"
(24940) Sankichiyama,"Sankichiyama mountain is located to the east of Kaminoyama, a hot-spring town in Yamagata prefecture.  The mountain is loved by citizens as a hiking course.",""
